date,merchant,amount,category
2025-12-16 00:24:46,Uber,246,Transport
2025-12-16 07:37:46,IRCTC,345,Transport
2025-12-16 13:50:46,Rapido,688,Transport
2025-12-16 21:03:46,Razorpay,897,Business
2025-12-16 04:16:46,Zoho,1279,Business
2025-12-16 11:29:46,Meesho,1947,Business
2025-12-17 18:42:46,Zomato,3272,Restaurant
2025-12-17 00:55:46,Swiggy,4631,Restaurant
2025-12-17 08:08:46,KFC,128,Restaurant
2025-12-17 15:21:46,McDonalds,286,Restaurant
2025-12-17 22:34:46,DMart,260,Market
2025-12-17 05:47:46,BigBazaar,411,Market
2025-12-18 12:00:46,Reliance,695,Market
2025-12-18 19:13:46,Blinkit,960,Market
2025-12-18 02:26:46,Starbucks,1299,Coffee
2025-12-18 09:39:46,CafeCoffeeDay,2018,Coffee
2025-12-18 15:52:46,Barista,3267,Coffee
2025-12-18 23:05:46,OlaCabs,4568,Transport
2025-12-19 06:18:46,Uber,105,Transport
2025-12-19 13:31:46,IRCTC,111,Transport
2025-12-19 20:44:46,Rapido,361,Transport
2025-12-19 02:57:46,Razorpay,411,Business
2025-12-19 10:10:46,Zoho,540,Business
2025-12-19 17:23:46,Meesho,963,Business
2025-12-20 00:36:46,Zomato,1407,Restaurant
2025-12-20 06:49:46,Swiggy,2095,Restaurant
2025-12-20 14:02:46,KFC,3304,Restaurant
2025-12-20 21:15:46,McDonalds,4709,Restaurant
2025-12-20 04:28:46,DMart,228,Market
2025-12-20 11:41:46,BigBazaar,271,Market
2025-12-21 17:54:46,Reliance,230,Market
2025-12-21 01:07:46,Blinkit,393,Market
2025-12-21 08:20:46,Starbucks,650,Coffee
2025-12-21 15:33:46,CafeCoffeeDay,847,Coffee
2025-12-21 22:46:46,Barista,1440,Coffee
2025-12-21 04:59:46,OlaCabs,2004,Transport
2025-12-22 12:12:46,Uber,3279,Transport
2025-12-22 19:25:46,IRCTC,4600,Transport
2025-12-22 02:38:46,Rapido,209,Transport
2025-12-22 08:51:46,Razorpay,131,Business
2025-12-22 16:04:46,Zoho,364,Business
2025-12-22 23:17:46,Meesho,376,Business
2025-12-23 06:30:46,Zomato,669,Restaurant
2025-12-23 13:43:46,Swiggy,909,Restaurant
2025-12-23 19:56:46,KFC,1440,Restaurant
2025-12-23 03:09:46,McDonalds,2024,Restaurant
2025-12-23 10:22:46,DMart,3203,Market
2025-12-23 17:35:46,BigBazaar,4623,Market
2025-12-23 23:48:46,Reliance,218,Market
2025-12-24 07:01:46,Blinkit,175,Market
2025-12-24 14:14:46,Starbucks,321,Coffee
2025-12-24 21:27:46,CafeCoffeeDay,332,Coffee
2025-12-24 04:40:46,Barista,589,Coffee
2025-12-24 10:53:46,OlaCabs,937,Transport
2025-12-25 18:06:46,Uber,1440,Transport
2025-12-25 01:19:46,IRCTC,2017,Transport
2025-12-25 08:32:46,Rapido,3293,Transport
2025-12-25 15:45:46,Razorpay,4711,Business
2025-12-25 21:58:46,Zoho,84,Business
2025-12-25 05:11:46,Meesho,257,Business
2025-12-26 12:24:46,Zomato,325,Restaurant
2025-12-26 19:37:46,Swiggy,377,Restaurant
2025-12-26 01:50:46,KFC,643,Restaurant
2025-12-26 09:03:46,McDonalds,970,Restaurant
2025-12-26 16:16:46,DMart,1270,Market
2025-12-26 23:29:46,BigBazaar,1997,Market
2025-12-27 06:42:46,Reliance,3193,Market
2025-12-27 12:55:46,Blinkit,4573,Market
2025-12-27 20:08:46,Starbucks,150,Coffee
2025-12-27 03:21:46,CafeCoffeeDay,248,Coffee
2025-12-27 10:34:46,Barista,335,Coffee
2025-12-27 17:47:46,OlaCabs,467,Transport
2025-12-28 00:00:46,Uber,622,Transport
2025-12-28 07:13:46,IRCTC,949,Transport
2025-12-28 14:26:46,Rapido,1383,Transport
2025-12-28 21:39:46,Razorpay,2033,Business
2025-12-28 03:52:46,Zoho,3292,Business
2025-12-28 11:05:46,Meesho,4574,Business
2025-12-29 18:18:46,Zomato,170,Restaurant
2025-12-29 01:31:46,Swiggy,221,Restaurant
2025-12-29 08:44:46,KFC,368,Restaurant
2025-12-29 14:57:46,McDonalds,343,Restaurant
2025-12-29 22:10:46,DMart,708,Market
2025-12-29 05:23:46,BigBazaar,851,Market
2025-12-30 12:36:46,Reliance,1342,Market
2025-12-30 18:49:46,Blinkit,2051,Market
2025-12-30 02:02:46,Starbucks,3289,Coffee
2025-12-30 09:15:46,CafeCoffeeDay,4682,Coffee
2025-12-30 16:28:46,Barista,198,Coffee
2025-12-30 23:41:46,OlaCabs,185,Transport
2025-12-31 05:54:46,Uber,203,Transport
2025-12-31 13:07:46,IRCTC,492,Transport
2025-12-31 20:20:46,Rapido,600,Transport
2025-12-31 03:33:46,Razorpay,1002,Business
2025-12-31 10:46:46,Zoho,1349,Business
2025-12-31 16:59:46,Meesho,1977,Business
2026-01-01 00:12:46,Zomato,3170,Restaurant
2026-01-01 07:25:46,Swiggy,4557,Restaurant
2026-01-01 14:38:46,KFC,60,Restaurant
2026-01-01 20:51:46,McDonalds,111,Restaurant
2026-01-01 04:04:46,DMart,242,Market
2026-01-01 11:17:46,BigBazaar,421,Market
2026-01-02 18:30:46,Reliance,696,Market
2026-01-02 01:43:46,Blinkit,1026,Market
2026-01-02 07:56:46,Starbucks,1288,Coffee
2026-01-02 15:09:46,CafeCoffeeDay,2036,Coffee
2026-01-02 22:22:46,Barista,3226,Coffee
2026-01-02 05:35:46,OlaCabs,4681,Transport
2026-01-03 11:48:46,Uber,187,Transport
2026-01-03 19:01:46,IRCTC,149,Transport
2026-01-03 02:14:46,Rapido,363,Transport
2026-01-03 09:27:46,Razorpay,478,Business
2026-01-03 16:40:46,Zoho,638,Business
2026-01-03 22:53:46,Meesho,956,Business
2026-01-04 06:06:46,Zomato,1372,Restaurant
2026-01-04 13:19:46,Swiggy,1982,Restaurant
2026-01-04 20:32:46,KFC,3157,Restaurant
2026-01-04 03:45:46,McDonalds,4687,Restaurant
2026-01-04 09:58:46,DMart,216,Market
2026-01-04 17:11:46,BigBazaar,101,Market
2026-01-05 00:24:46,Reliance,372,Market
2026-01-05 07:37:46,Blinkit,497,Market
2026-01-05 13:50:46,Starbucks,567,Coffee
2026-01-05 21:03:46,CafeCoffeeDay,1029,Coffee
2026-01-05 04:16:46,Barista,1378,Coffee
2026-01-05 11:29:46,OlaCabs,1976,Transport
2026-01-06 18:42:46,Uber,3165,Transport
2026-01-06 00:55:46,IRCTC,4698,Transport
2026-01-06 08:08:46,Rapido,172,Transport
2026-01-06 15:21:46,Razorpay,218,Business
2026-01-06 22:34:46,Zoho,192,Business
2026-01-06 05:47:46,Meesho,442,Business
2026-01-07 12:00:46,Zomato,603,Restaurant
2026-01-07 19:13:46,Swiggy,861,Restaurant
2026-01-07 02:26:46,KFC,1386,Restaurant
2026-01-07 09:39:46,McDonalds,1954,Restaurant
2026-01-07 15:52:46,DMart,3238,Market
2026-01-07 23:05:46,BigBazaar,4690,Market
2026-01-08 06:18:46,Reliance,175,Market
2026-01-08 13:31:46,Blinkit,243,Market
2026-01-08 20:44:46,Starbucks,332,Coffee
2026-01-08 02:57:46,CafeCoffeeDay,381,Coffee
2026-01-08 10:10:46,Barista,733,Coffee
2026-01-08 17:23:46,OlaCabs,943,Transport
2026-01-09 00:36:46,Uber,1426,Transport
2026-01-09 06:49:46,IRCTC,2104,Transport
2026-01-09 14:02:46,Rapido,3249,Transport
2026-01-09 21:15:46,Razorpay,4629,Business
2026-01-09 04:28:46,Zoho,180,Business
2026-01-09 11:41:46,Meesho,214,Business
2026-01-10 17:54:46,Zomato,220,Restaurant
2026-01-10 01:07:46,Swiggy,490,Restaurant
2026-01-10 08:20:46,KFC,661,Restaurant
2026-01-10 15:33:46,McDonalds,945,Restaurant
2026-01-10 22:46:46,DMart,1336,Market
2026-01-10 04:59:46,BigBazaar,2112,Market
2026-01-11 12:12:46,Reliance,3183,Market
2026-01-11 19:25:46,Blinkit,4683,Market
2026-01-11 02:38:46,Starbucks,110,Coffee
2026-01-11 08:51:46,CafeCoffeeDay,296,Coffee
2026-01-11 16:04:46,Barista,379,Coffee
2026-01-11 23:17:46,OlaCabs,433,Transport
2026-01-12 06:30:46,Uber,664,Transport
2026-01-12 13:43:46,IRCTC,990,Transport
2026-01-12 19:56:46,Rapido,1331,Transport
2026-01-12 03:09:46,Razorpay,1990,Business
2026-01-12 10:22:46,Zoho,3232,Business
2026-01-12 17:35:46,Meesho,4539,Business
2026-01-12 23:48:46,Zomato,222,Restaurant
2026-01-13 07:01:46,Swiggy,173,Restaurant
2026-01-13 14:14:46,KFC,240,Restaurant
2026-01-13 21:27:46,McDonalds,369,Restaurant
2026-01-13 04:40:46,DMart,625,Market
2026-01-13 10:53:46,BigBazaar,911,Market
2026-01-14 18:06:46,Reliance,1408,Market
2026-01-14 01:19:46,Blinkit,1940,Market
2026-01-14 08:32:46,Starbucks,3155,Coffee
2026-01-14 15:45:46,CafeCoffeeDay,4558,Coffee
2026-01-14 21:58:46,Barista,99,Coffee
2026-01-14 05:11:46,OlaCabs,198,Transport
2026-01-15 12:24:46,Uber,357,Transport
2026-01-15 19:37:46,IRCTC,339,Transport
2026-01-15 01:50:46,Rapido,720,Transport
2026-01-15 09:03:46,Razorpay,884,Business
2026-01-15 16:16:46,Zoho,1286,Business
2026-01-15 23:29:46,Meesho,2026,Business
2026-01-16 06:42:46,Zomato,3224,Restaurant
2026-01-16 12:55:46,Swiggy,4604,Restaurant
2026-01-16 20:08:46,KFC,178,Restaurant
2026-01-16 03:21:46,McDonalds,219,Restaurant
2026-01-16 10:34:46,DMart,286,Market
2026-01-16 17:47:46,BigBazaar,315,Market
2026-01-17 00:00:46,Reliance,592,Market
2026-01-17 07:13:46,Blinkit,937,Market
2026-01-17 14:26:46,Starbucks,1369,Coffee
2026-01-17 21:39:46,CafeCoffeeDay,2117,Coffee
2026-01-17 03:52:46,Barista,3269,Coffee
2026-01-17 11:05:46,OlaCabs,4698,Transport
2026-01-18 18:18:46,Uber,60,Transport
2026-01-18 01:31:46,IRCTC,295,Transport
2026-01-18 08:44:46,Rapido,327,Transport
2026-01-18 14:57:46,Razorpay,397,Business
2026-01-18 22:10:46,Zoho,662,Business
2026-01-18 05:23:46,Meesho,831,Business
2026-01-19 12:36:46,Zomato,1360,Restaurant
2026-01-19 18:49:46,Swiggy,1996,Restaurant
2026-01-19 02:02:46,KFC,3312,Restaurant
2026-01-19 09:15:46,McDonalds,4619,Restaurant
2026-01-19 16:28:46,DMart,147,Market
2026-01-19 23:41:46,BigBazaar,237,Market
2026-01-20 05:54:46,Reliance,371,Market
2026-01-20 13:07:46,Blinkit,488,Market
2026-01-20 20:20:46,Starbucks,679,Coffee
2026-01-20 03:33:46,CafeCoffeeDay,984,Coffee
2026-01-20 10:46:46,Barista,1326,Coffee
2026-01-20 16:59:46,OlaCabs,2044,Transport
2026-01-21 00:12:46,Uber,3176,Transport
2026-01-21 07:25:46,IRCTC,4589,Transport
2026-01-21 14:38:46,Rapido,151,Transport
2026-01-21 20:51:46,Razorpay,224,Business
2026-01-21 04:04:46,Zoho,187,Business
2026-01-21 11:17:46,Meesho,399,Business
2026-01-22 18:30:46,Zomato,626,Restaurant
2026-01-22 01:43:46,Swiggy,1001,Restaurant
2026-01-22 07:56:46,KFC,1443,Restaurant
2026-01-22 15:09:46,McDonalds,2023,Restaurant
2026-01-22 22:22:46,DMart,3305,Market
2026-01-22 05:35:46,BigBazaar,4562,Market
2026-01-23 11:48:46,Reliance,159,Market
2026-01-23 19:01:46,Blinkit,132,Market
2026-01-23 02:14:46,Starbucks,339,Coffee
2026-01-23 09:27:46,CafeCoffeeDay,436,Coffee
2026-01-23 16:40:46,Barista,546,Coffee
2026-01-23 22:53:46,OlaCabs,930,Transport
2026-01-24 06:06:46,Uber,1421,Transport
2026-01-24 13:19:46,IRCTC,2064,Transport
2026-01-24 20:32:46,Rapido,3289,Transport
2026-01-24 03:45:46,Razorpay,4526,Business
2026-01-24 09:58:46,Zoho,61,Business
2026-01-24 17:11:46,Meesho,264,Business
2026-01-25 00:24:46,Zomato,289,Restaurant
2026-01-25 07:37:46,Swiggy,334,Restaurant
2026-01-25 13:50:46,KFC,658,Restaurant
2026-01-25 21:03:46,McDonalds,876,Restaurant
2026-01-25 04:16:46,DMart,1282,Market
2026-01-25 11:29:46,BigBazaar,1986,Market
2026-01-26 18:42:46,Reliance,3217,Market
2026-01-26 00:55:46,Blinkit,4603,Market
2026-01-26 08:08:46,Starbucks,94,Coffee
2026-01-26 15:21:46,CafeCoffeeDay,216,Coffee
2026-01-26 22:34:46,Barista,263,Coffee
2026-01-26 05:47:46,OlaCabs,386,Transport
2026-01-27 12:00:46,Uber,734,Transport
2026-01-27 19:13:46,IRCTC,927,Transport
2026-01-27 02:26:46,Rapido,1341,Transport
2026-01-27 09:39:46,Razorpay,2112,Business
2026-01-27 15:52:46,Zoho,3227,Business
2026-01-27 23:05:46,Meesho,4584,Business
2026-01-28 06:18:46,Zomato,60,Restaurant
2026-01-28 13:31:46,Swiggy,220,Restaurant
2026-01-28 20:44:46,KFC,184,Restaurant
2026-01-28 02:57:46,McDonalds,491,Restaurant
2026-01-28 10:10:46,DMart,678,Market
2026-01-28 17:23:46,BigBazaar,843,Market
2026-01-29 00:36:46,Reliance,1359,Market
2026-01-29 06:49:46,Blinkit,1977,Market
2026-01-29 14:02:46,Starbucks,3286,Coffee
2026-01-29 21:15:46,CafeCoffeeDay,4537,Coffee
2026-01-29 04:28:46,Barista,239,Coffee
2026-01-29 11:41:46,OlaCabs,266,Transport
2026-01-30 17:54:46,Uber,190,Transport
2026-01-30 01:07:46,IRCTC,493,Transport
2026-01-30 08:20:46,Rapido,547,Transport
2026-01-30 15:33:46,Razorpay,893,Business
2026-01-30 22:46:46,Zoho,1321,Business
2026-01-30 04:59:46,Meesho,1925,Business
2026-01-31 12:12:46,Zomato,3279,Restaurant
2026-01-31 19:25:46,Swiggy,4559,Restaurant
2026-01-31 02:38:46,KFC,101,Restaurant
2026-01-31 08:51:46,McDonalds,132,Restaurant
2026-01-31 16:04:46,DMart,301,Market
2026-01-31 23:17:46,BigBazaar,471,Market
2026-02-01 06:30:46,Reliance,569,Market
2026-02-01 13:43:46,Blinkit,974,Market
2026-02-01 19:56:46,Starbucks,1325,Coffee
2026-02-01 03:09:46,CafeCoffeeDay,2039,Coffee
2026-02-01 10:22:46,Barista,3299,Coffee
2026-02-01 17:35:46,OlaCabs,4585,Transport
2026-02-01 23:48:46,Uber,236,Transport
2026-02-02 07:01:46,IRCTC,194,Transport
2026-02-02 14:14:46,Rapido,222,Transport
2026-02-02 21:27:46,Razorpay,455,Business
2026-02-02 04:40:46,Zoho,695,Business
2026-02-02 10:53:46,Meesho,1021,Business
2026-02-03 18:06:46,Zomato,1453,Restaurant
2026-02-03 01:19:46,Swiggy,1949,Restaurant
2026-02-03 08:32:46,KFC,3319,Restaurant
2026-02-03 15:45:46,McDonalds,4561,Restaurant
2026-02-03 21:58:46,DMart,119,Market
2026-02-03 05:11:46,BigBazaar,127,Market
2026-02-04 12:24:46,Reliance,328,Market
2026-02-04 19:37:46,Blinkit,306,Market
2026-02-04 01:50:46,Starbucks,619,Coffee
2026-02-04 09:03:46,CafeCoffeeDay,977,Coffee
2026-02-04 16:16:46,Barista,1443,Coffee
2026-02-04 23:29:46,OlaCabs,2016,Transport
2026-02-05 06:42:46,Uber,3221,Transport
2026-02-05 12:55:46,IRCTC,4703,Transport
2026-02-05 20:08:46,Rapido,90,Transport
2026-02-05 03:21:46,Razorpay,119,Business
2026-02-05 10:34:46,Zoho,331,Business
2026-02-05 17:47:46,Meesho,476,Business
2026-02-06 00:00:46,Zomato,700,Restaurant
2026-02-06 07:13:46,Swiggy,892,Restaurant
2026-02-06 14:26:46,KFC,1296,Restaurant
2026-02-06 21:39:46,McDonalds,2098,Restaurant
2026-02-06 03:52:46,DMart,3317,Market
2026-02-06 11:05:46,BigBazaar,4597,Market
2026-02-07 18:18:46,Reliance,215,Market
2026-02-07 01:31:46,Blinkit,253,Market
2026-02-07 08:44:46,Starbucks,210,Coffee
2026-02-07 14:57:46,CafeCoffeeDay,444,Coffee
2026-02-07 22:10:46,Barista,740,Coffee
2026-02-07 05:23:46,OlaCabs,840,Transport
2026-02-08 12:36:46,Uber,1358,Transport
2026-02-08 18:49:46,IRCTC,2056,Transport
2026-02-08 02:02:46,Rapido,3229,Transport
2026-02-08 09:15:46,Razorpay,4689,Business
2026-02-08 16:28:46,Zoho,134,Business
2026-02-08 23:41:46,Meesho,117,Business
2026-02-09 05:54:46,Zomato,309,Restaurant
2026-02-09 13:07:46,Swiggy,465,Restaurant
2026-02-09 20:20:46,KFC,627,Restaurant
2026-02-09 03:33:46,McDonalds,833,Restaurant
2026-02-09 10:46:46,DMart,1377,Market
2026-02-09 16:59:46,BigBazaar,2045,Market
2026-02-10 00:12:46,Reliance,3147,Market
2026-02-10 07:25:46,Blinkit,4630,Market
2026-02-10 14:38:46,Starbucks,132,Coffee
2026-02-10 20:51:46,CafeCoffeeDay,262,Coffee
2026-02-10 04:04:46,Barista,297,Coffee
2026-02-10 11:17:46,OlaCabs,481,Transport
2026-02-11 18:30:46,Uber,579,Transport
2026-02-11 01:43:46,IRCTC,941,Transport
2026-02-11 07:56:46,Rapido,1315,Transport
2026-02-11 15:09:46,Razorpay,2107,Business
2026-02-11 22:22:46,Zoho,3253,Business
2026-02-11 05:35:46,Meesho,4686,Business
2026-02-12 11:48:46,Zomato,109,Restaurant
2026-02-12 19:01:46,Swiggy,257,Restaurant
2026-02-12 02:14:46,KFC,317,Restaurant
2026-02-12 09:27:46,McDonalds,498,Restaurant
2026-02-12 16:40:46,DMart,663,Market
2026-02-12 22:53:46,BigBazaar,949,Market
2026-02-13 06:06:46,Reliance,1381,Market
2026-02-13 13:19:46,Blinkit,2107,Market
2026-02-13 20:32:46,Starbucks,3271,Coffee
2026-02-13 03:45:46,CafeCoffeeDay,4588,Coffee
2026-02-13 09:58:46,Barista,122,Coffee
2026-02-13 17:11:46,OlaCabs,162,Transport
2026-02-14 00:24:46,Uber,202,Transport
2026-02-14 07:37:46,IRCTC,371,Transport
2026-02-14 13:50:46,Rapido,655,Transport
2026-02-14 21:03:46,Razorpay,892,Business
2026-02-14 04:16:46,Zoho,1462,Business
2026-02-14 11:29:46,Meesho,2038,Business
2026-02-15 18:42:46,Zomato,3265,Restaurant
2026-02-15 00:55:46,Swiggy,4676,Restaurant
2026-02-15 08:08:46,KFC,211,Restaurant
2026-02-15 15:21:46,McDonalds,197,Restaurant
2026-02-15 22:34:46,DMart,266,Market
2026-02-15 05:47:46,BigBazaar,307,Market
2026-02-16 12:00:46,Reliance,666,Market
2026-02-16 19:13:46,Blinkit,913,Market
2026-02-16 02:26:46,Starbucks,1316,Coffee
2026-02-16 09:39:46,CafeCoffeeDay,2044,Coffee
2026-02-16 15:52:46,Barista,3174,Coffee
2026-02-16 23:05:46,OlaCabs,4610,Transport
2026-02-17 06:18:46,Uber,106,Transport
2026-02-17 13:31:46,IRCTC,187,Transport
2026-02-17 20:44:46,Rapido,251,Transport
2026-02-17 02:57:46,Razorpay,452,Business
2026-02-17 10:10:46,Zoho,719,Business
2026-02-17 17:23:46,Meesho,900,Business
2026-02-18 00:36:46,Zomato,1412,Restaurant
2026-02-18 06:49:46,Swiggy,1922,Restaurant
2026-02-18 14:02:46,KFC,3252,Restaurant
2026-02-18 21:15:46,McDonalds,4568,Restaurant
2026-02-18 04:28:46,DMart,61,Market
2026-02-18 11:41:46,BigBazaar,161,Market
2026-02-19 17:54:46,Reliance,364,Market
2026-02-19 01:07:46,Blinkit,404,Market
2026-02-19 08:20:46,Starbucks,665,Coffee
2026-02-19 15:33:46,CafeCoffeeDay,972,Coffee
2026-02-19 22:46:46,Barista,1464,Coffee
2026-02-19 04:59:46,OlaCabs,1981,Transport
2026-02-20 12:12:46,Uber,3296,Transport
2026-02-20 19:25:46,IRCTC,4641,Transport
2026-02-20 02:38:46,Rapido,205,Transport
2026-02-20 08:51:46,Razorpay,282,Business
2026-02-20 16:04:46,Zoho,305,Business
2026-02-20 23:17:46,Meesho,414,Business
2026-02-21 06:30:46,Zomato,544,Restaurant
2026-02-21 13:43:46,Swiggy,853,Restaurant
2026-02-21 19:56:46,KFC,1345,Restaurant
2026-02-21 03:09:46,McDonalds,1976,Restaurant
2026-02-21 10:22:46,DMart,3223,Market
2026-02-21 17:35:46,BigBazaar,4697,Market
2026-02-21 23:48:46,Reliance,102,Market
2026-02-22 07:01:46,Blinkit,178,Market
2026-02-22 14:14:46,Starbucks,349,Coffee
2026-02-22 21:27:46,CafeCoffeeDay,448,Coffee
2026-02-22 04:40:46,Barista,634,Coffee
2026-02-22 10:53:46,OlaCabs,951,Transport
2026-02-23 18:06:46,Uber,1411,Transport
2026-02-23 01:19:46,IRCTC,2055,Transport
2026-02-23 08:32:46,Rapido,3208,Transport
2026-02-23 15:45:46,Razorpay,4628,Business
2026-02-23 21:58:46,Zoho,230,Business
2026-02-23 05:11:46,Meesho,240,Business
2026-02-24 12:24:46,Zomato,264,Restaurant
2026-02-24 19:37:46,Swiggy,390,Restaurant
2026-02-24 01:50:46,KFC,719,Restaurant
2026-02-24 09:03:46,McDonalds,946,Restaurant
2026-02-24 16:16:46,DMart,1339,Market
2026-02-24 23:29:46,BigBazaar,1998,Market
2026-02-25 06:42:46,Reliance,3184,Market
2026-02-25 12:55:46,Blinkit,4579,Market
2026-02-25 20:08:46,Starbucks,70,Coffee
2026-02-25 03:21:46,CafeCoffeeDay,284,Coffee
2026-02-25 10:34:46,Barista,229,Coffee
2026-02-25 17:47:46,OlaCabs,380,Transport
2026-02-26 00:00:46,Uber,570,Transport
2026-02-26 07:13:46,IRCTC,1020,Transport
2026-02-26 14:26:46,Rapido,1407,Transport
2026-02-26 21:39:46,Razorpay,2115,Business
2026-02-26 03:52:46,Zoho,3296,Business
2026-02-26 11:05:46,Meesho,4567,Business
2026-02-27 18:18:46,Zomato,89,Restaurant
2026-02-27 01:31:46,Swiggy,155,Restaurant
2026-02-27 08:44:46,KFC,369,Restaurant
2026-02-27 14:57:46,McDonalds,423,Restaurant
2026-02-27 22:10:46,DMart,610,Market
2026-02-27 05:23:46,BigBazaar,1015,Market
2026-02-28 12:36:46,Reliance,1420,Market
2026-02-28 18:49:46,Blinkit,2114,Market
2026-02-28 02:02:46,Starbucks,3254,Coffee
2026-02-28 09:15:46,CafeCoffeeDay,4672,Coffee
2026-02-28 16:28:46,Barista,112,Coffee
2026-02-28 23:41:46,OlaCabs,125,Transport
2026-03-01 05:54:46,Uber,229,Transport
2026-03-01 13:07:46,IRCTC,375,Transport
2026-03-01 20:20:46,Rapido,598,Transport
2026-03-01 03:33:46,Razorpay,922,Business
2026-03-01 10:46:46,Zoho,1315,Business
2026-03-01 16:59:46,Meesho,1997,Business
2026-03-02 00:12:46,Zomato,3123,Restaurant
2026-03-02 07:25:46,Swiggy,4701,Restaurant
2026-03-02 14:38:46,KFC,176,Restaurant
2026-03-02 20:51:46,McDonalds,132,Restaurant
2026-03-02 04:04:46,DMart,250,Market
2026-03-02 11:17:46,BigBazaar,311,Market
2026-03-03 18:30:46,Reliance,553,Market
2026-03-03 01:43:46,Blinkit,971,Market
2026-03-03 07:56:46,Starbucks,1344,Coffee
2026-03-03 15:09:46,CafeCoffeeDay,2098,Coffee
2026-03-03 22:22:46,Barista,3152,Coffee
2026-03-03 05:35:46,OlaCabs,4683,Transport
2026-03-04 11:48:46,Uber,232,Transport
2026-03-04 19:01:46,IRCTC,225,Transport
2026-03-04 02:14:46,Rapido,206,Transport
2026-03-04 09:27:46,Razorpay,303,Business
2026-03-04 16:40:46,Zoho,686,Business
2026-03-04 22:53:46,Meesho,902,Business
2026-03-05 06:06:46,Zomato,1390,Restaurant
2026-03-05 13:19:46,Swiggy,2042,Restaurant
2026-03-05 20:32:46,KFC,3232,Restaurant
2026-03-05 03:45:46,McDonalds,4607,Restaurant
2026-03-05 09:58:46,DMart,87,Market
2026-03-05 17:11:46,BigBazaar,113,Market
2026-03-06 00:24:46,Reliance,244,Market
2026-03-06 07:37:46,Blinkit,422,Market
2026-03-06 13:50:46,Starbucks,569,Coffee
2026-03-06 21:03:46,CafeCoffeeDay,846,Coffee
2026-03-06 04:16:46,Barista,1372,Coffee
2026-03-06 11:29:46,OlaCabs,2045,Transport
2026-03-07 18:42:46,Uber,3138,Transport
2026-03-07 00:55:46,IRCTC,4667,Transport
2026-03-07 08:08:46,Rapido,201,Transport
2026-03-07 15:21:46,Razorpay,275,Business
2026-03-07 22:34:46,Zoho,193,Business
2026-03-07 05:47:46,Meesho,338,Business
2026-03-08 12:00:46,Zomato,578,Restaurant
2026-03-08 19:13:46,Swiggy,974,Restaurant
2026-03-08 02:26:46,KFC,1347,Restaurant
2026-03-08 09:39:46,McDonalds,1941,Restaurant
2026-03-08 15:52:46,DMart,3183,Market
2026-03-08 23:05:46,BigBazaar,4550,Market
2026-03-09 06:18:46,Reliance,182,Market
2026-03-09 13:31:46,Blinkit,295,Market
2026-03-09 20:44:46,Starbucks,286,Coffee
2026-03-09 02:57:46,CafeCoffeeDay,455,Coffee
2026-03-09 10:10:46,Barista,692,Coffee
2026-03-09 17:23:46,OlaCabs,988,Transport
2026-03-10 00:36:46,Uber,1327,Transport
2026-03-10 06:49:46,IRCTC,2118,Transport
2026-03-10 14:02:46,Rapido,3253,Transport
2026-03-10 21:15:46,Razorpay,4617,Business
2026-03-10 04:28:46,Zoho,155,Business
2026-03-10 11:41:46,Meesho,213,Business
2026-03-11 17:54:46,Zomato,256,Restaurant
2026-03-11 01:07:46,Swiggy,450,Restaurant
2026-03-11 08:20:46,KFC,649,Restaurant
2026-03-11 15:33:46,McDonalds,908,Restaurant
2026-03-11 22:46:46,DMart,1415,Market
2026-03-11 04:59:46,BigBazaar,2078,Market
2026-03-12 12:12:46,Reliance,3135,Market
2026-03-12 19:25:46,Blinkit,4676,Market
2026-03-12 02:38:46,Starbucks,229,Coffee
2026-03-12 08:51:46,CafeCoffeeDay,125,Coffee
2026-03-12 16:04:46,Barista,375,Coffee
2026-03-12 23:17:46,OlaCabs,353,Transport
2026-03-13 06:30:46,Uber,700,Transport
2026-03-13 13:43:46,IRCTC,884,Transport
2026-03-13 19:56:46,Rapido,1337,Transport
2026-03-13 03:09:46,Razorpay,2089,Business
2026-03-13 10:22:46,Zoho,3140,Business
2026-03-13 17:35:46,Meesho,4560,Business
2026-03-13 23:48:46,Zomato,101,Restaurant
2026-03-14 07:01:46,Swiggy,144,Restaurant
2026-03-14 14:14:46,KFC,321,Restaurant
2026-03-14 21:27:46,McDonalds,319,Restaurant
2026-03-14 04:40:46,DMart,580,Market
2026-03-14 10:53:46,BigBazaar,830,Market
2026-03-15 18:06:46,Reliance,1374,Market
2026-03-15 01:19:46,Blinkit,2035,Market
2026-03-15 08:32:46,Starbucks,3296,Coffee
2026-03-15 15:45:46,CafeCoffeeDay,4672,Coffee
2026-03-15 21:58:46,Barista,160,Coffee
2026-03-15 05:11:46,OlaCabs,174,Transport
2026-03-16 12:24:46,Uber,188,Transport
2026-03-16 19:37:46,IRCTC,359,Transport
2026-03-16 01:50:46,Rapido,613,Transport
2026-03-16 09:03:46,Razorpay,1010,Business
2026-03-16 16:16:46,Zoho,1342,Business
2026-03-16 23:29:46,Meesho,2099,Business
2026-03-17 06:42:46,Zomato,3236,Restaurant
2026-03-17 12:55:46,Swiggy,4538,Restaurant
2026-03-17 20:08:46,KFC,215,Restaurant
2026-03-17 03:21:46,McDonalds,159,Restaurant
2026-03-17 10:34:46,DMart,247,Market
2026-03-17 17:47:46,BigBazaar,460,Market
2026-03-18 00:00:46,Reliance,690,Market
